time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/clip_range,train/loss,train/value_loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss
776,2048,-565.6,1,2,343.2,,,,,,,,,,
263,4096,-977.3076923076923,2,15,312.38461538461536,0.0003,0.11233538,0.05872395833333333,-0.0003979206085205078,0.5,296.812255859375,1392.9064169486364,15,-1.300995822995901,-0.02349974554211561
218,6144,-672.6923076923077,3,28,235.19230769230768,0.0003,0.08970173,0.14697265625,0.21679848432540894,0.5,1173.0833740234375,2417.3349697271983,30,-1.3462928084035715,-0.038979139228952894
200,8192,-654.65625,4,40,252.71875,0.0003,0.10940697,0.18264973958333333,0.33531075716018677,0.5,610.609619140625,1449.3595827817917,45,-1.3730539492021003,-0.052791789874390815
191,10240,-749.9722222222222,5,53,280.19444444444446,0.0003,0.084321536,0.04723307291666667,0.09639716148376465,0.5,511.3690490722656,1463.2483403921128,60,-1.359915111338099,-0.016862950391562968
185,12288,-685.2325581395348,6,66,279.1860465116279,0.0003,0.093164146,0.180078125,0.30868983268737793,0.5,347.35400390625,1324.8291759729386,75,-1.361641113149623,-0.05469145931613942
182,14336,-554.3928571428571,7,78,253.625,0.0003,0.054348033,0.047591145833333334,0.2713978886604309,0.5,91.09539031982422,1512.906170376142,90,-1.3501517267897725,-0.026657715068843877
179,16384,-558.9516129032259,8,91,260.03225806451616,0.0003,0.073844805,0.04912109375,0.3890378475189209,0.5,324.9845275878906,928.1784890492758,105,-1.3262970314050715,-0.02574390398270528
177,18432,-456.0,9,104,230.1,0.0003,0.09524308,0.14811197916666666,0.2219143509864807,0.5,99.46528625488281,1045.7882777055104,120,-1.2615585381165146,-0.049048959445402336
175,20480,-437.7586206896552,10,116,232.45977011494253,0.0003,0.066911906,0.13893229166666668,0.3688090443611145,0.5,243.3468017578125,1192.879097723961,135,-1.288352551870048,-0.04506615442369366
173,22528,-395.47474747474746,11,129,226.78787878787878,0.0003,0.045468766,0.06920572916666666,0.0941917896270752,0.5,2171.916748046875,1374.605797302723,150,-1.2827375708147883,-0.030407683054363588
172,24576,-253.38,12,142,198.66,0.0003,0.055063985,0.06015625,0.22622030973434448,0.5,169.74705505371094,739.1634866754214,165,-1.2464853043978412,-0.026542197209831406
171,26624,-219.38,13,155,204.07,0.0003,0.05765195,0.09212239583333333,0.3312367796897888,0.5,390.37188720703125,801.8061899900437,180,-1.269195584083597,-0.025191622988980575
170,28672,-135.31,14,168,185.66,0.0003,0.05268488,0.0453125,0.1719578504562378,0.5,459.17724609375,1005.3028764645259,195,-1.2354062853381038,-0.01742065239183527
169,30720,-93.11,15,181,169.25,0.0003,0.084255435,0.15836588541666666,0.05954188108444214,0.5,187.70323181152344,894.5449770053227,210,-1.1856698700537285,-0.050629004570510006
166,32768,-65.31,16,196,165.09,0.0003,0.07158952,0.10341796875,0.2647847533226013,0.5,160.17347717285156,468.0668294628461,225,-1.2284834102417033,-0.02216182642077911
165,34816,-43.03,17,210,165.96,0.0003,0.062095825,0.07467447916666667,0.48449021577835083,0.5,256.6866149902344,725.8862324615319,240,-1.2565124827747545,-0.02051178961652719
165,36864,-32.52,18,222,168.5,0.0003,0.06403417,0.10494791666666667,0.3652465343475342,0.5,212.83375549316406,602.3699350814024,255,-1.261417509553333,-0.029055385550721742
164,38912,-16.66,19,235,164.7,0.0003,0.044826433,0.065625,0.21941912174224854,0.5,54.288631439208984,396.5967505991459,270,-1.2512358661741019,-0.025590770714431225
164,40960,-2.78,20,248,170.44,0.0003,0.04934215,0.0576171875,0.5055394470691681,0.5,86.23379516601562,409.8176472345988,285,-1.2532202324519555,-0.01669049436992888
164,43008,5.63,21,261,176.04,0.0003,0.05239387,0.053385416666666664,0.5236538648605347,0.5,88.90583801269531,343.1708752552668,300,-1.2441338856394093,-0.022642540080899682
163,45056,21.1,22,274,178.37,0.0003,0.06450706,0.06546223958333333,0.3775784373283386,0.5,89.10262298583984,809.2043342471122,315,-1.2435805406421423,-0.021714034453240553
163,47104,24.37,23,287,179.95,0.0003,0.06834018,0.09075520833333334,0.4928819537162781,0.5,81.51251220703125,299.38445255557696,330,-1.251390338440736,-0.022874894140356143
163,49152,36.57,24,300,190.66,0.0003,0.036704358,0.05852864583333333,0.1744406819343567,0.5,48.94001007080078,376.0526660680771,345,-1.248640880982081,-0.01738545862281171
163,51200,57.39,25,313,174.49,0.0003,0.043747038,0.053125,0.6506046652793884,0.5,105.91585540771484,283.0018811792135,360,-1.2261429061492284,-0.013988575220961745
163,53248,70.33,26,325,163.02,0.0003,0.041174352,0.056803385416666664,0.6009542346000671,0.5,250.9604949951172,479.73277436296144,375,-1.245747611237069,-0.022747909644264534
163,55296,75.68,27,338,167.69,0.0003,0.057530932,0.09475911458333333,0.6633291244506836,0.5,88.78549194335938,342.4138837635517,390,-1.2035921161994338,-0.03124650465179002
163,57344,76.14,28,351,171.04,0.0003,0.065952554,0.10387369791666666,0.7425987720489502,0.5,47.08481979370117,203.24375491539638,405,-1.2087745467200874,-0.035638057740046254
162,59392,60.69,29,365,182.31,0.0003,0.050965052,0.07972005208333334,0.5083071887493134,0.5,82.20076751708984,293.8661635816097,420,-1.1816678579586248,-0.024610902873246233
162,61440,67.18,30,377,176.54,0.0003,0.056249417,0.08030598958333333,0.5384291708469391,0.5,123.18567657470703,333.6637993067503,435,-1.1673433455328146,-0.025134752330874713
162,63488,86.36,31,390,167.4,0.0003,0.051799826,0.09078776041666667,0.5589316487312317,0.5,144.11424255371094,274.6741155008475,450,-1.1558957083150745,-0.025528569317733247
162,65536,86.66,32,403,166.38,0.0003,0.040636305,0.05797526041666667,0.5869792401790619,0.5,143.11936950683594,428.9565042515596,465,-1.1083600481040776,-0.019578916455914926
162,67584,98.38,33,416,170.1,0.0003,0.06163659,0.07913411458333333,0.5720830857753754,0.5,58.194480895996094,364.95458288788797,480,-1.1334768211469055,-0.023394032102563262
162,69632,113.62,34,429,174.29,0.0003,0.045381844,0.06171875,0.6327219307422638,0.5,72.84175872802734,248.83012100756167,495,-1.1150951678243777,-0.024239794358436484
162,71680,112.06,35,442,185.93,0.0003,0.06008795,0.07919921875,0.6162563860416412,0.5,184.0267333984375,363.46687366465727,510,-1.1076128295001884,-0.031400553622370354
162,73728,112.29,36,454,198.99,0.0003,0.05519017,0.0791015625,0.371623694896698,0.5,65.12572479248047,615.4908180356026,525,-1.1205639728344976,-0.022417456974411228
162,75776,112.79,37,467,200.11,0.0003,0.082948975,0.14501953125,0.5339715480804443,0.5,82.90280151367188,346.82464008728664,540,-1.1098551388519506,-0.03790615275211166
161,77824,109.61,38,480,196.52,0.0003,0.03989838,0.07154947916666667,0.5050859749317169,0.5,89.01380920410156,364.142192915082,555,-1.121568644233048,-0.018022898010531207
161,79872,104.34,39,493,202.11,0.0003,0.053244792,0.06819661458333333,0.682758092880249,0.5,64.80830383300781,378.1288697222869,570,-1.1044106293159226,-0.0174518985307562
162,81920,97.11,40,505,207.34,0.0003,0.051835284,0.07994791666666666,0.72996786236763,0.5,66.26504516601562,317.5585763454437,585,-1.0929128788722058,-0.02072138975102765
161,83968,98.0,41,518,215.27,0.0003,0.05431048,0.073828125,0.6029098331928253,0.5,191.48013305664062,280.49693421125414,600,-1.06264750668779,-0.025552897336698757
161,86016,102.39,42,531,217.82,0.0003,0.045377012,0.07470703125,0.4958506226539612,0.5,54.69756317138672,367.89499133229253,615,-1.0461701622853676,-0.020926242529094453
161,88064,99.13,43,545,227.47,0.0003,0.06366259,0.09609375,0.6368132531642914,0.5,68.99891662597656,268.91196971933044,630,-1.0557592737178008,-0.025925881957664387
160,90112,103.33,44,560,235.73,0.0003,0.05259478,0.07864583333333333,0.7498270273208618,0.5,69.75733947753906,229.4300095140934,645,-1.0152031945064663,-0.02730763045256026
160,92160,108.09,45,573,244.25,0.0003,0.03903575,0.05205078125,0.5171226859092712,0.5,52.71367263793945,414.8607017427683,660,-1.002208823400239,-0.014267358221210695
160,94208,108.63,46,586,256.43,0.0003,0.04795087,0.08118489583333334,0.503408282995224,0.5,137.5685577392578,341.93814565936725,675,-1.0059303094012042,-0.02147867322394935
160,96256,107.1,47,599,270.69,0.0003,0.053632237,0.08502604166666666,0.2830730676651001,0.5,36.153804779052734,302.53414508303007,690,-1.0366592183709145,-0.033973854650442566
160,98304,102.26,48,612,284.31,0.0003,0.029773008,0.05673828125,0.5213115215301514,0.5,40.352291107177734,349.8838575323423,705,-1.0285338271098832,-0.021492424540944435
160,100352,103.69,49,624,292.1,0.0003,0.05760537,0.10276692708333333,0.6355023980140686,0.5,27.505327224731445,326.38202061355116,720,-0.9979777407211562,-0.027596488706331003
160,102400,117.36,50,637,298.96,0.0003,0.063570924,0.07975260416666667,0.5115379989147186,0.5,40.891334533691406,365.8776847332716,735,-1.0141519245070716,-0.022985015737504
160,104448,125.53,51,650,298.3,0.0003,0.038568586,0.05970052083333333,0.39461565017700195,0.5,254.06515502929688,423.28731978734334,750,-0.9906839862155418,-0.020985832913963047
160,106496,152.18,52,663,298.89,0.0003,0.053954072,0.09599609375,0.6068203747272491,0.5,89.89263153076172,358.1440961400668,765,-1.0664064466332397,-0.023999143736000407
160,108544,169.99,53,675,302.97,0.0003,0.0731192,0.06748046875,0.41490262746810913,0.5,984.357421875,608.4391957352559,780,-0.9940155481298765,-0.018374463110376382
160,110592,191.36,54,688,300.88,0.0003,0.054614127,0.09375,0.5015143156051636,0.5,137.70570373535156,367.681242954731,795,-1.042068003769964,-0.018968553264009338
160,112640,202.45,55,701,314.35,0.0003,0.0491459,0.08365885416666667,0.5694071650505066,0.5,238.01943969726562,436.4705699612697,810,-1.0568058291760585,-0.021573441574825363
160,114688,208.59,56,714,317.82,0.0003,0.057428442,0.06305338541666666,0.5748104453086853,0.5,92.04296112060547,458.68627725342907,825,-1.023835909149299,-0.022858308081534537
160,116736,217.84,57,726,321.56,0.0003,0.06067051,0.11266276041666666,0.639641672372818,0.5,100.89830017089844,345.65587810675305,840,-1.0585307207889856,-0.028038370375240144
160,118784,209.94,58,739,332.55,0.0003,0.046981607,0.07548828125,0.4010213613510132,0.5,108.89311981201172,481.1394896676143,855,-1.0734369833332797,-0.027155038307682844
160,120832,219.62,59,751,339.78,0.0003,0.051783297,0.10615234375,0.605470597743988,0.5,49.454002380371094,317.6835002322992,870,-1.0543260384351014,-0.029094229054195845
160,122880,215.03,60,764,335.7,0.0003,0.06965135,0.09140625,0.6204226613044739,0.5,67.23027038574219,272.61053431232773,885,-1.072532683238387,-0.024488163284452944
160,124928,212.55,61,777,343.92,0.0003,0.060002446,0.09384765625,0.6556531488895416,0.5,72.25778198242188,333.41623506943387,900,-0.9977970027675231,-0.027603433906188003
160,126976,207.18,62,790,344.0,0.0003,0.044886384,0.08232421875,0.611626923084259,0.5,91.47758483886719,521.1283162196477,915,-1.0244678346129754,-0.025683888393056502
160,129024,218.24,63,803,340.52,0.0003,0.04173074,0.07138671875,0.6762105226516724,0.5,96.49491119384766,431.7009491423766,930,-1.004604281236728,-0.016574070699910712
160,131072,223.97,64,815,340.96,0.0003,0.043532427,0.07893880208333333,0.5401968359947205,0.5,26.032695770263672,505.53602905174097,945,-1.0065896308670441,-0.02297456363036569
160,133120,240.12,65,828,341.84,0.0003,0.04293798,0.066796875,0.6936810612678528,0.5,83.11417388916016,452.264519004027,960,-1.020429659479608,-0.015289923324235132
160,135168,261.28,66,841,332.51,0.0003,0.047650486,0.07900390625,0.7029550671577454,0.5,85.3980484008789,357.8311144153277,975,-0.9494839073779683,-0.01954771909780296
160,137216,264.36,67,854,338.83,0.0003,0.045902137,0.06663411458333333,0.5620889067649841,0.5,204.41046142578125,550.7321464677651,990,-0.9096102414342264,-0.02093746068494511
160,139264,276.07,68,866,338.65,0.0003,0.046299964,0.060286458333333334,0.5737622976303101,0.5,2363.539794921875,512.4528739223878,1005,-0.8914694970163206,-0.018620586523502423
160,141312,275.61,69,879,347.87,0.0003,0.04802745,0.047102864583333334,0.559078723192215,0.5,124.12653350830078,645.2217770457268,1020,-0.8834650203275184,-0.014064416777788817
160,143360,254.61,70,892,354.29,0.0003,0.045204416,0.08033854166666667,0.5632692575454712,0.5,115.78144836425781,452.20573979020116,1035,-0.9054038704683384,-0.014474884303975461
160,145408,235.58,71,905,361.51,0.0003,0.06951925,0.09697265625,0.5417720973491669,0.5,151.9904327392578,492.00319989522296,1050,-0.9288120407611131,-0.02036642935005754
160,147456,223.59,72,920,371.08,0.0003,0.07231681,0.09925130208333334,0.6946813464164734,0.5,70.57955932617188,379.40162185331184,1065,-0.9234341576074561,-0.03397588756197365
160,149504,211.27,73,933,378.84,0.0003,0.065855786,0.112109375,0.6693775951862335,0.5,135.14892578125,446.0302990972996,1080,-0.9256605161974828,-0.03057268407016333
160,151552,208.05,74,946,375.84,0.0003,0.05722785,0.08834635416666667,0.7412337958812714,0.5,88.04959106445312,483.00069318215054,1095,-0.9328667708051701,-0.02218364298363061
160,153600,216.68,75,959,379.28,0.0003,0.09224429,0.11337890625,0.7289566099643707,0.5,43.55231475830078,424.3808623949687,1110,-0.9378099185414612,-0.03253568913084261
160,155648,212.23,76,971,384.52,0.0003,0.06679446,0.09508463541666666,0.7143993377685547,0.5,79.7467041015625,504.9456601123015,1125,-0.9546345272722344,-0.026769301330447585
160,157696,214.31,77,984,384.65,0.0003,0.055459082,0.08746744791666666,0.7631031572818756,0.5,35.32744598388672,242.6697542687257,1140,-0.9704651255471011,-0.02824546348286579
160,159744,223.48,78,996,387.18,0.0003,0.06635925,0.0921875,0.7357085347175598,0.5,33.58755111694336,209.2674398938815,1155,-0.9436995194293558,-0.027663556644013928
160,161792,254.01,79,1009,387.06,0.0003,0.042274192,0.079296875,0.7299633324146271,0.5,44.398521423339844,395.8693529913823,1170,-0.9161654090819259,-0.026716883246748088
160,163840,260.87,80,1022,391.31,0.0003,0.04226935,0.07086588541666666,0.5128471255302429,0.5,33.32575988769531,548.2948125580947,1185,-0.9190624189252655,-0.019970267543006532
160,165888,273.28,81,1035,390.57,0.0003,0.06958615,0.10361328125,0.7347679734230042,0.5,58.02959442138672,245.12706213891505,1200,-0.9066593524689476,-0.025645784159132747
160,167936,268.62,82,1047,393.83,0.0003,0.053480808,0.08850911458333334,0.700152188539505,0.5,63.51217269897461,280.28120922048885,1215,-0.855853084071229,-0.020199620851296157
160,169984,278.37,83,1060,398.11,0.0003,0.053067636,0.08274739583333333,0.7012822329998016,0.5,14.793793678283691,253.76530403594177,1230,-0.8083715540356934,-0.021984732180862922
160,172032,273.84,84,1073,393.18,0.0003,0.061092008,0.08229166666666667,0.8029971122741699,0.5,115.9557113647461,236.21263761421045,1245,-0.7988996379387875,-0.027435436880235406
160,174080,264.56,85,1086,396.29,0.0003,0.075859845,0.11744791666666667,0.7461660802364349,0.5,38.505882263183594,249.34780260821182,1260,-0.8441363037874301,-0.03818680909316754
160,176128,269.7,86,1098,396.08,0.0003,0.06336516,0.0828125,0.7896650582551956,0.5,37.85871124267578,198.38915764490764,1275,-0.8154594300314784,-0.026732742679693427
160,178176,261.26,87,1111,399.75,0.0003,0.07043262,0.09596354166666667,0.436978280544281,0.5,75.5302505493164,443.069995161891,1290,-0.8196711451125641,-0.021800978120397
160,180224,263.39,88,1124,404.97,0.0003,0.06642757,0.108203125,0.7211922109127045,0.5,18.013959884643555,198.11786048611006,1305,-0.8083271328515063,-0.02575167942244055
160,182272,265.09,89,1136,404.78,0.0003,0.056806393,0.09088541666666666,0.7305083274841309,0.5,27.17144775390625,260.17379609843096,1320,-0.8216079833296438,-0.023595161006596754
160,184320,317.48,90,1149,394.77,0.0003,0.053499363,0.07594401041666667,0.7660096138715744,0.5,36.80536651611328,248.9822531670332,1335,-0.8429282833822072,-0.0240119560075982
160,186368,322.91,91,1162,397.2,0.0003,0.06213385,0.09622395833333333,0.8295703530311584,0.5,27.631694793701172,210.3055252969265,1350,-0.8549573734092216,-0.024859793375253503
160,188416,339.8,92,1175,388.99,0.0003,0.07277103,0.09794921875,0.8278369903564453,0.5,59.4777717590332,197.50662055710953,1365,-0.8255341088709732,-0.02767981495174657
160,190464,347.26,93,1187,391.58,0.0003,0.062205836,0.09329427083333333,0.8379077613353729,0.5,27.418533325195312,196.83680231769878,1380,-0.8106911225865284,-0.025048050896293715
160,192512,360.58,94,1200,390.34,0.0003,0.07589199,0.11217447916666666,0.8418563157320023,0.5,25.751670837402344,146.06943036466836,1395,-0.7738530726792912,-0.023776716779442115
160,194560,376.22,95,1212,393.51,0.0003,0.06709415,0.07887369791666667,0.7810184955596924,0.5,35.9427490234375,233.44523690541584,1410,-0.7644594199645023,-0.020952194129980246
160,196608,377.03,96,1224,399.24,0.0003,0.051122963,0.075,0.8534582704305649,0.5,36.56389236450195,211.88828035121162,1425,-0.7899647667383154,-0.020093702521019927
160,198656,381.06,97,1236,403.44,0.0003,0.08439297,0.09375,0.8114977777004242,0.5,28.744264602661133,246.72400294144947,1440,-0.8483629247794549,-0.029985022315183112
160,200704,362.18,98,1248,407.32,0.0003,0.060638502,0.08606770833333334,0.8642368912696838,0.5,9.435853958129883,187.65430961151918,1455,-0.8148462283114593,-0.02449369833120727
160,202752,352.39,99,1260,410.06,0.0003,0.10109837,0.14169921875,0.8412500470876694,0.5,55.37226104736328,218.2406799316406,1470,-0.8549885094786683,-0.037013633077488825
160,204800,349.63,100,1272,409.79,0.0003,0.0876143,0.13720703125,0.8854304477572441,0.5,51.394020080566406,224.71246533691883,1485,-0.8557208034520348,-0.03414228208894201
160,206848,343.08,101,1287,414.93,0.0003,0.066674344,0.09189453125,0.816941648721695,0.5,48.11712646484375,219.24769964714844,1500,-0.8584801215368013,-0.027250859263707145
160,208896,351.22,102,1304,410.81,0.0003,0.076336324,0.13141276041666666,0.8490149825811386,0.5,30.562162399291992,181.03466097414494,1515,-0.8827526770842572,-0.043776506303159594
160,210944,346.04,103,1316,410.79,0.0003,0.047536943,0.0900390625,0.795350968837738,0.5,62.28196334838867,223.41715659350157,1530,-0.8364244343092044,-0.022813302204061376
160,212992,354.88,104,1328,416.11,0.0003,0.053313516,0.08040364583333333,0.7567121833562851,0.5,47.72997283935547,331.13779871662456,1545,-0.8471126969903707,-0.031146844839774226
160,215040,357.99,105,1340,405.8,0.0003,0.0592701,0.09938151041666667,0.6873874664306641,0.5,49.684288024902344,397.75349614272517,1560,-0.7948660600309571,-0.01882846305015846
160,217088,347.07,106,1352,406.31,0.0003,0.07627003,0.10579427083333333,0.7254229485988617,0.5,24.71467399597168,277.36514887859425,1575,-0.7881379053927958,-0.03139188508018075
160,219136,352.86,107,1364,402.87,0.0003,0.06713937,0.09772135416666666,0.6494123339653015,0.5,48.379417419433594,348.1400088523825,1590,-0.8104998461902142,-0.02217433994495271
160,221184,355.57,108,1376,402.66,0.0003,0.06223086,0.09680989583333334,0.7325607538223267,0.5,52.45611572265625,321.01133883297445,1605,-0.7945188118455311,-0.035467646592102636
160,223232,357.93,109,1388,400.63,0.0003,0.046258256,0.093359375,0.7250410616397858,0.5,46.006900787353516,327.15970469415186,1620,-0.7511510280581812,-0.028148240492009792
160,225280,371.38,110,1400,392.58,0.0003,0.07363856,0.102734375,0.6925612390041351,0.5,113.50634002685547,331.54657107988993,1635,-0.7122979611313591,-0.028710926330192402
160,227328,380.01,111,1412,394.05,0.0003,0.050462976,0.10084635416666667,0.6039636135101318,0.5,8.980290412902832,381.9872702439626,1650,-0.7345757161267101,-0.020503820725328598
161,229376,386.15,112,1424,392.13,0.0003,0.050541714,0.08919270833333333,0.8249038904905319,0.5,24.536924362182617,217.07844937543075,1665,-0.6965091894225528,-0.02346797170048376
161,231424,386.78,113,1436,386.12,0.0003,0.049340237,0.07233072916666666,0.7998230457305908,0.5,58.53001403808594,214.60644976993402,1680,-0.7099953039549292,-0.01513220408402655
161,233472,385.55,114,1448,386.79,0.0003,0.053576574,0.07493489583333333,0.5349443852901459,0.5,64.5849609375,425.8308060655991,1695,-0.6839290132746101,-0.021368258737250775
161,235520,393.28,115,1460,386.85,0.0003,0.038418517,0.06695963541666666,0.5756821036338806,0.5,65.65630340576172,426.60392922659713,1710,-0.6584923352114856,-0.020575610108304925
161,237568,406.65,116,1472,386.46,0.0003,0.06002979,0.10048828125,0.7358195781707764,0.5,100.41136169433594,383.8677298039198,1725,-0.6673015992312382,-0.026046622696109505
161,239616,426.48,117,1484,377.64,0.0003,0.07600573,0.10849609375,0.8728998154401779,0.5,23.16565704345703,194.11011587381364,1740,-0.6587799452090015,-0.03143652458990497
161,241664,439.77,118,1496,371.42,0.0003,0.04601659,0.07574869791666666,0.666198194026947,0.5,58.834651947021484,330.6021942406893,1755,-0.6364610298847159,-0.021749057727720355
161,243712,467.63,119,1508,366.35,0.0003,0.05603885,0.08444010416666667,0.6525841653347015,0.5,46.95161056518555,320.98606669207413,1770,-0.6201023698163529,-0.024737672285361136
161,245760,469.39,120,1520,367.75,0.0003,0.046143927,0.056901041666666666,0.5386655926704407,0.5,52.4322395324707,474.2670292923848,1785,-0.6412602838749687,-0.017268403947673504
161,247808,476.1,121,1532,370.64,0.0003,0.05148323,0.07923177083333334,0.8272050023078918,0.5,69.44086456298828,215.6044101834297,1800,-0.6419175693920504,-0.02522053576176404
161,249856,479.67,122,1544,370.43,0.0003,0.07620911,0.09397786458333333,0.8792384564876556,0.5,38.35520553588867,203.3013407568137,1815,-0.6620812653563917,-0.03479317438662596
161,251904,480.8,123,1556,377.65,0.0003,0.09918672,0.11087239583333333,0.7828135043382645,0.5,50.77570724487305,332.41838940630356,1830,-0.6370141873757045,-0.02725764186543529
161,253952,475.17,124,1568,386.5,0.0003,0.057812475,0.08004557291666667,0.6790908575057983,0.5,80.35388946533203,349.8866798122724,1845,-0.6595752142059307,-0.029629924762169444
161,256000,472.13,125,1581,390.39,0.0003,0.06086536,0.08776041666666666,0.8750820979475975,0.5,50.58942794799805,256.26469819098713,1860,-0.6210207313764841,-0.019795468520896975
161,258048,477.47,126,1593,392.36,0.0003,0.06562362,0.07711588541666667,0.8700517863035202,0.5,34.47842025756836,232.48125918209553,1875,-0.6270911629622181,-0.029165198757133717
162,260096,465.41,127,1605,395.07,0.0003,0.032967,0.061360677083333336,0.7602587938308716,0.5,97.8233413696289,395.6585237234831,1890,-0.6529883871941516,-0.01920457379698443
162,262144,462.75,128,1617,397.58,0.0003,0.06933643,0.09534505208333334,0.7846465408802032,0.5,25.588035583496094,216.96627396742502,1905,-0.6991692777412634,-0.023744824227226975
162,264192,465.97,129,1629,403.73,0.0003,0.07220271,0.09016927083333333,0.7985142171382904,0.5,120.5475845336914,264.7412541459004,1920,-0.677070275383691,-0.026082622545800405
161,266240,464.71,130,1644,403.73,0.0003,0.066632085,0.08121744791666667,0.7716710418462753,0.5,70.74937438964844,285.47514344900844,1935,-0.6263341763056814,-0.03052678935249181
